	word	surprisal	item	sent_id	sent_pos	zone	length	freq
700	was	14.50295	3	35	9	701	3	1080224
701	now	18.486150000000002	3	35	10	702	3	31696
702	fully	20.109099999999998	3	35	11	703	5	5956
703	darkened	22.8293	3	35	12	704	8	129
704	and	12.952100000000002	3	35	13	705	3	2510744
705	suddenly	20.2094	3	35	14	706	8	1767
706	she	17.85935	3	35	15	707	3	100949
707	saw	18.5342	3	35	16	708	3	16323
708	a	12.09665	3	35	17	709	1	1684274
709	star	18.9685	3	35	18	710	4	11305
710	fall,	36.98755	3	35	19	711	5	0
711	leaving	19.95535	3	35	20	712	7	10695
712	behind	17.8537	3	35	21	713	6	16452
713	it	15.506699999999999	3	35	22	714	2	327760
714	a	12.5687	3	35	23	715	1	1684274
715	bright	19.1432	3	35	24	716	6	2070
716	streak	23.401449999999997	3	35	25	717	6	1757
717	of	12.289	3	35	26	718	2	2750306
718	fire.	33.89835	3	35	27	719	5	0
719	'Someone	69.75524999999999	3	36	1	720	8	0
720	is	12.49085	3	36	2	721	2	514867
721	dying,'	60.294200000000004	3	36	3	722	7	0
722	thought	20.07535	3	36	4	723	7	17743
723	the	9.1833	3	36	5	724	3	5611464
724	little	20.094450000000002	3	36	6	725	6	18277
725	girl.	37.1509	3	36	7	726	5	0
726	It	6.88535	3	37	1	727	2	119805
727	was	14.3941	3	37	2	728	3	1080224
728	her	14.174	3	37	3	729	3	177178
729	old	18.606650000000002	3	37	4	730	3	23261
730	grandmother,	40.57115	3	37	5	731	12	0
731	the	9.2863	3	37	6	732	3	5611464
732	one	14.87595	3	37	7	733	3	164177
733	who	16.9268	3	37	8	734	3	155994
734	had	16.1329	3	37	9	735	3	293952
735	loved	21.517699999999998	3	37	10	736	5	2042
736	her	14.00375	3	37	11	737	3	177178
737	the	9.030000000000001	3	37	12	738	3	5611464
738	most,	34.416650000000004	3	37	13	739	5	0
739	and	13.20655	3	37	14	740	3	2510744
740	the	8.86945	3	37	15	741	3	5611464
741	one	14.87595	3	37	16	742	3	164177
742	who	16.9268	3	37	17	743	3	155994
743	the	9.0778	3	37	18	744	3	5611464
744	girl	20.4591	3	37	19	745	4	5241
745	used	18.44915	3	37	20	746	4	69865
746	to	12.889	3	37	21	747	2	1988038
747	visit	19.35855	3	37	22	748	5	6239
748	every	16.4394	3	37	23	749	5	15662
749	Sunday,	34.575050000000005	3	37	24	750	7	0
750	who	17.18535	3	37	25	751	3	155994
751	had	16.1329	3	37	26	752	3	293952
752	told	19.27765	3	37	27	753	4	12485
753	her	14.05735	3	37	28	754	3	177178
754	that	16.226599999999998	3	37	29	755	4	682579
755	when	15.158850000000001	3	37	30	756	4	102472
756	a	12.244299999999999	3	37	31	757	1	1684274
757	star	18.9685	3	37	32	758	4	11305
758	falls,	37.7421	3	37	33	759	6	0
759	a	12.5953	3	37	34	760	1	1684274
760	soul	20.1194	3	37	35	761	4	3124
761	leaves	19.69145	3	37	36	762	6	5904
762	this	16.1922	3	37	37	763	4	146224
763	earth.	36.290350000000004	3	37	38	764	6	0
764	It	6.88535	3	38	1	765	2	119805
765	was	14.3941	3	38	2	766	3	1080224
766	her	14.174	3	38	3	767	3	177178
767	last	17.63845	3	38	4	768	4	30260
768	match	21.4238	3	38	5	769	5	28135
769	that	16.2726	3	38	6	770	4	682579
770	the	9.0549	3	38	7	771	3	5611464
771	little	20.094450000000002	3	38	8	772	6	18277
772	girl	20.483150000000002	3	38	9	773	4	5241
773	now	18.6122	3	38	10	774	3	31696
774	rubbed	42.85115	3	38	11	775	6	90
775	on	13.668	3	38	12	776	2	691658
776	the	8.752749999999999	3	38	13	777	3	5611464
777	wall	19.5656	3	38	14	778	4	6441
778	and	13.056650000000001	3	38	15	779	3	2510744
779	the	8.86945	3	38	16	780	3	5611464
780	light	17.7318	3	38	17	781	5	16358
781	again	18.7359	3	38	18	782	5	29075
782	shone	39.07835	3	38	19	783	5	111
783	round	19.86305	3	38	20	784	5	11632
784	her.	30.8099	3	38	21	785	4	0
785	Her	11.16375	3	39	1	786	3	10480
786	old	18.7688	3	39	2	787	3	23261
787	grandmother	21.99315	3	39	3	788	11	952
788	in	12.0303	3	39	4	789	2	1903316
789	the	8.73215	3	39	5	790	3	5611464
790	brightness	23.2842	3	39	6	791	10	394
791	stood,	39.9832	3	39	7	792	6	0
792	loving	21.2536	3	39	8	793	6	632
793	in	12.0518	3	39	9	794	2	1903316
794	her	13.96085	3	39	10	795	3	177178
795	appearance.	36.997	3	39	11	796	11	0
796	The	2.4707	3	40	1	797	3	857972
797	girl	20.6086	3	40	2	798	4	5241
798	understood	21.67105	3	40	3	799	10	1983
799	her	14.11	3	40	4	800	3	177178
800	grandmother	22.00205	3	40	5	801	11	952
801	would	18.39475	3	40	6	802	5	126894
802	soon	19.88785	3	40	7	803	4	14029
803	disappear,	41.217200000000005	3	40	8	804	10	0
804	but	17.318399999999997	3	40	9	805	3	204206
805	she	17.78535	3	40	10	806	3	100949
806	tried	20.03595	3	40	11	807	5	7857
807	to	12.86385	3	40	12	808	2	1988038
808	play	19.2217	3	40	13	809	4	28198
809	for	14.11225	3	40	14	810	3	677963
810	time.	37.391999999999996	3	40	15	811	5	0
811	'Grandmother,'	110.27015	3	41	1	812	14	0
812	cried	23.01305	3	41	2	813	5	253
813	the	9.0521	3	41	3	814	3	5611464
814	little	20.094450000000002	3	41	4	815	6	18277
815	one,	33.37525	3	41	5	816	4	0
816	'O	27.9446	3	41	6	817	2	0
817	take	17.6274	3	41	7	818	4	25227
818	me	16.10315	3	41	8	819	2	13489
819	with	14.25235	3	41	9	820	4	634654
820	you!	47.345150000000004	3	41	10	821	4	0
821	I	8.96715	3	41	11	822	1	109857
822	know	20.988599999999998	3	41	12	823	4	8560
823	you	18.23225	3	41	13	824	3	27690
824	will	16.999200000000002	3	41	14	825	4	36393
825	go	19.991	3	41	15	826	2	14475
826	away	18.43005	3	41	16	827	4	20036
827	when	15.163	3	41	17	828	4	102472
828	the	8.911	3	41	18	829	3	5611464
829	match	21.182299999999998	3	41	19	830	5	28135
830	burns	22.1699	3	41	20	831	5	540
831	out!'	66.26595	3	41	21	832	5	0
832	The	2.56555	3	41	22	833	3	857972
833	girl	20.6086	3	41	23	834	4	5241
834	decided	20.39885	3	41	24	835	7	17431
835	to	12.9168	3	41	25	836	2	1988038
836	light	17.96465	3	41	26	837	5	16358
837	the	9.226700000000001	3	41	27	838	3	5611464
838	whole	22.297649999999997	3	41	28	839	5	8698
839	bundle	22.642699999999998	3	41	29	840	6	325
840	of	12.361699999999999	3	41	30	841	2	2750306
841	matches,	39.6505	3	41	31	842	8	0
842	in	12.18115	3	41	32	843	2	1903316
843	order	19.1743	3	41	33	844	5	23031
844	to	13.01725	3	41	34	845	2	1988038
845	keep	19.74375	3	41	35	846	4	8902
846	her	14.06185	3	41	36	847	3	177178
847	grandmother	22.00205	3	41	37	848	11	952
848	there.	32.1388	3	41	38	849	6	0
849	The	2.4707	3	42	1	850	3	857972
850	girl	20.6086	3	42	2	851	4	5241
851	saw	19.2295	3	42	3	852	3	16323
852	the	8.859950000000001	3	42	4	853	3	5611464
853	matches	21.2455	3	42	5	854	7	8253
854	glowed	41.1308	3	42	6	855	6	14
855	with	14.137	3	42	7	856	4	634654
856	a	12.077100000000002	3	42	8	857	1	1684274
857	light	17.8811	3	42	9	858	5	16358
858	that	16.3456	3	42	10	859	4	682579
859	was	14.50295	3	42	11	860	3	1080224
860	brighter	22.1234	3	42	12	861	8	428
861	than	18.6996	3	42	13	862	4	90534
862	the	8.9653	3	42	14	863	3	5611464
863	day,	36.57255	3	42	15	864	4	0
864	and	13.20655	3	42	16	865	3	2510744
865	her	13.6704	3	42	17	866	3	177178
866	grandmother	22.00205	3	42	18	867	11	952
867	had	16.25595	3	42	19	868	3	293952
868	never	18.683799999999998	3	42	20	869	5	22145
869	appeared	19.8933	3	42	21	870	8	18006
870	so	17.757150000000003	3	42	22	871	2	54126
871	large	16.753700000000002	3	42	23	872	5	36270
872	or	13.69035	3	42	24	873	2	167053
873	so	17.69435	3	42	25	874	2	54126
874	beautiful	20.95405	3	42	26	875	9	2661
875	as	12.98975	3	42	27	876	2	677897
876	she	17.750999999999998	3	42	28	877	3	100949
877	did	17.8341	3	42	29	878	3	53815
878	in	12.0842	3	42	30	879	2	1903316
879	the	8.73215	3	42	31	880	3	5611464
880	light	17.7318	3	42	32	881	5	16358
881	of	12.429649999999999	3	42	33	882	2	2750306
882	the	8.523950000000001	3	42	34	883	3	5611464
883	little	20.094450000000002	3	42	35	884	6	18277
884	matches.	38.100300000000004	3	42	36	885	8	0
885	The	2.4707	3	43	1	886	3	857972
886	grandmother	22.20785	3	43	2	887	11	952
887	then	16.3579	3	43	3	888	4	67603
888	took	18.046	3	43	4	889	4	43233
889	the	9.00325	3	43	5	890	3	5611464
890	little	20.094450000000002	3	43	6	891	6	18277
891	girl	20.483150000000002	3	43	7	892	4	5241
892	in	12.059349999999998	3	43	8	893	2	1903316
893	her	13.96085	3	43	9	894	3	177178
894	arms,	39.53845	3	43	10	895	5	0
895	and	13.20655	3	43	11	896	3	2510744
896	they	18.63895	3	43	12	897	4	136170
897	both	15.661100000000001	3	43	13	898	4	61675
898	flew	21.828699999999998	3	43	14	899	4	3034
899	upwards	20.35085	3	43	15	900	7	610
900	in	12.0867	3	43	16	901	2	1903316
901	brightness	23.44555	3	43	17	902	10	394
902	and	13.0762	3	43	18	903	3	2510744
903	joy	20.9726	3	43	19	904	3	701
904	far	17.89195	3	43	20	905	3	13471
905	above	16.294249999999998	3	43	21	906	5	12549
906	the	8.97835	3	43	22	907	3	5611464
907	earth,	38.046800000000005	3	43	23	908	6	0
908	where	17.01035	3	43	24	909	5	74655
909	there	15.3748	3	43	25	910	5	62555
910	was	14.363699999999998	3	43	26	911	3	1080224
911	neither	19.11855	3	43	27	912	7	3527
912	cold	17.8456	3	43	28	913	4	4136
913	nor	20.997	3	43	29	914	3	4357
914	hunger,	39.59505	3	43	30	915	7	0
915	and	13.20655	3	43	31	916	3	2510744
916	the	8.86945	3	43	32	917	3	5611464
917	little	20.094450000000002	3	43	33	918	6	18277
918	girl	20.483150000000002	3	43	34	919	4	5241
919	felt	20.161	3	43	35	920	4	19834
920	safe	21.72655	3	43	36	921	4	2441
921	and	13.056149999999999	3	43	37	922	3	2510744
922	peaceful.	36.88275	3	43	38	923	9	0
923	In	4.35455	3	44	1	924	2	282668
924	the	8.9295	3	44	2	925	3	5611464
925	dawn	18.490000000000002	3	44	3	926	4	1186
926	of	12.397649999999999	3	44	4	927	2	2750306
927	the	8.523950000000001	3	44	5	928	3	5611464
928	morning	17.8841	3	44	6	929	7	7566
929	there	15.5504	3	44	7	930	5	62555
930	lay	19.6357	3	44	8	931	3	3023
931	the	9.0331	3	44	9	932	3	5611464
932	poor	18.7835	3	44	10	933	4	8802
933	little	20.3611	3	44	11	934	6	18277
934	one,	33.37525	3	44	12	935	4	0
935	not	15.306249999999999	3	44	13	936	3	195742
936	frowning,	72.67395	3	44	14	937	9	0
937	but	17.318399999999997	3	44	15	938	3	204206
938	smiling	22.988750000000003	3	44	16	939	7	233
939	and	12.84695	3	44	17	940	3	2510744
940	with	14.1336	3	44	18	941	4	634654
941	a	12.077100000000002	3	44	19	942	1	1684274
942	pale	18.389000000000003	3	44	20	943	4	1473
943	face	20.53485	3	44	21	944	4	9632
944	leaning	21.99015	3	44	22	945	7	340
945	against	16.98825	3	44	23	946	7	66599
946	the	8.90155	3	44	24	947	3	5611464
947	wall,	38.276849999999996	3	44	25	948	5	0
948	frozen	19.8124	3	44	26	949	6	782
949	and	12.905149999999999	3	44	27	950	3	2510744
950	stone	19.9902	3	44	28	951	5	6230
951	dead.	36.26335	3	44	29	952	5	0
952	'She	48.328649999999996	3	45	1	953	4	0
953	tried	20.132800000000003	3	45	2	954	5	7857
954	to	12.86385	3	45	3	955	2	1988038
955	warm	18.61835	3	45	4	956	4	2903
956	herself,'	56.92635	3	45	5	957	9	0
957	said	19.1206	3	45	6	958	4	56426
958	some.	33.1177	3	45	7	959	5	0
959	Children	14.6502	3	46	1	960	8	2747
960	who	16.9259	3	46	2	961	3	155994
961	saw	18.543300000000002	3	46	3	962	3	16323
962	her	13.93755	3	46	4	963	3	177178
963	were	18.4065	3	46	5	964	4	356521
964	asking	20.04945	3	46	6	965	6	2585
965	their	16.40105	3	46	7	966	5	187293
966	parents	18.729950000000002	3	46	8	967	7	6995
967	why	19.52695	3	46	9	968	3	4936
968	no	16.2726	3	46	10	969	2	58610
969	one	14.82515	3	46	11	970	3	164177
970	helped	19.59535	3	46	12	971	6	10323
971	the	9.101199999999999	3	46	13	972	3	5611464
972	girl	20.4591	3	46	14	973	4	5241
973	who	16.9753	3	46	15	974	3	155994
974	they	18.8232	3	46	16	975	4	136170
975	knew	21.2774	3	46	17	976	4	4610
976	looked	21.155	3	46	18	977	6	3222
977	dirt	23.146050000000002	3	46	19	978	4	631
978	poor	19.29185	3	46	20	979	4	8802
979	and	13.06195	3	46	21	980	3	2510744
980	helpless.	38.591300000000004	3	46	22	981	9	0
981	Passersby	53.03385	3	47	1	982	9	0
982	who	17.00275	3	47	2	983	3	155994
983	saw	18.543300000000002	3	47	3	984	3	16323
984	her	13.93755	3	47	4	985	3	177178
985	sitting	19.713050000000003	3	47	5	986	7	2202
986	motionless	22.1034	3	47	6	987	10	139
987	wished	21.7132	3	47	7	988	6	1869
988	they	18.968449999999997	3	47	8	989	4	136170
989	could	19.642699999999998	3	47	9	990	5	54183
990	have	17.4086	3	47	10	991	4	164164
991	helped	19.537799999999997	3	47	11	992	6	10323
992	the	9.101199999999999	3	47	12	993	3	5611464
993	girl,	39.14775	3	47	13	994	5	0
994	but	17.318399999999997	3	47	14	995	3	204206
995	their	16.30995	3	47	15	996	5	187293
996	good	19.0231	3	47	16	997	4	19530
997	intentions	21.9424	3	47	17	998	10	1024
998	were	18.4345	3	47	18	999	4	356521
999	a	12.22335	3	47	19	1000	1	1684274
1000	day	18.13395	3	47	20	1001	3	49229
1001	late	16.53595	3	47	21	1002	4	29174
1002	and	13.1756	3	47	22	1003	3	2510744
1003	a	12.06315	3	47	23	1004	1	1684274
1004	dollar	22.0217	3	47	24	1005	6	2328
1005	short.	35.3699	3	47	25	1006	6	0
1006	Other	10.4997	3	48	1	1007	5	14765
1007	people	16.248549999999998	3	48	2	1008	6	44751
1008	suspected	20.4817	3	48	3	1009	9	1682
1009	the	9.1051	3	48	4	1010	3	5611464
1010	girl	20.4591	3	48	5	1011	4	5241
1011	had	16.1951	3	48	6	1012	3	293952
1012	fallen	19.4309	3	48	7	1013	6	2421
1013	asleep	22.92465	3	48	8	1014	6	506
1014	and	12.97405	3	48	9	1015	3	2510744
1015	frozen,	38.516	3	48	10	1016	7	0
1016	but	17.318399999999997	3	48	11	1017	3	204206
1017	no	16.21845	3	48	12	1018	2	58610
1018	one	14.82515	3	48	13	1019	3	164177
1019	imagined	22.160400000000003	3	48	14	1020	8	529
1020	what	17.2907	3	48	15	1021	4	34619
1021	beautiful	21.22475	3	48	16	1022	9	2661
1022	things	20.8721	3	48	17	1023	6	7189
1023	she	17.882550000000002	3	48	18	1024	3	100949
1024	had	16.074350000000003	3	48	19	1025	3	293952
1025	seen,	37.09125	3	48	20	1026	5	0
1026	nor	21.05865	3	48	21	1027	3	4357
1027	into	16.82465	3	48	22	1028	4	124034
1028	what	17.15315	3	48	23	1029	4	34619
1029	glory	21.05285	3	48	24	1030	5	584
1030	she	17.88545	3	48	25	1031	3	100949
1031	had	16.074350000000003	3	48	26	1032	3	293952
1032	entered	17.4813	3	48	27	1033	7	10960
1033	with	14.131	3	48	28	1034	4	634654
1034	her	13.81515	3	48	29	1035	3	177178
1035	grandmother,	40.58	3	48	30	1036	12	0
1036	on	13.80985	3	48	31	1037	2	691658
1037	New	9.94315	3	48	32	1038	3	71561
1038	Year's	52.7937	3	48	33	1039	6	0
1039	day.	35.07455	3	48	34	1040	4	4
0	Once	11.65205	4	1	1	1	4	4872
1	upon	16.5313	4	1	2	2	4	15840
2	a	12.155149999999999	4	1	3	3	1	1684274
3	time	20.5839	4	1	4	4	4	124921
4	the	9.1775	4	1	5	5	3	5611464
5	birds	19.692	4	1	6	6	5	5931
6	took	18.1255	4	1	7	7	4	43233
7	it	15.452250000000001	4	1	8	8	2	327760
8	into	16.82375	4	1	9	9	4	124034
9	their	16.2227	4	1	10	10	5	187293
10	heads	19.0501	4	1	11	11	5	4663
11	that	16.255	4	1	12	12	4	682579
12	they	18.681649999999998	4	1	13	13	4	136170
13	would	18.2759	4	1	14	14	5	126894
14	like	16.826349999999998	4	1	15	15	4	43911
15	a	12.1999	4	1	16	16	1	1684274
16	master,	37.644099999999995	4	1	17	17	7	0
17	and	13.20655	4	1	18	18	3	2510744
18	that	16.0852	4	1	19	19	4	682579
19	one	14.91955	4	1	20	20	3	164177
20	of	12.4786	4	1	21	21	2	2750306
21	their	15.855350000000001	4	1	22	22	5	187293
22	number	14.764149999999999	4	1	23	23	6	62930
23	must	17.73545	4	1	24	24	4	12672
24	be	18.065150000000003	4	1	25	25	2	235932
25	chosen	19.427300000000002	4	1	26	26	6	5933
26	king.	34.8227	4	1	27	27	5	0
27	A	6.22415	4	2	1	28	1	96615
28	meeting	18.8622	4	2	2	29	7	9144
29	of	12.24315	4	2	3	30	2	2750306
30	all	15.5796	4	2	4	31	3	98292
31	the	9.075849999999999	4	2	5	32	3	5611464
32	birds	19.692	4	2	6	33	5	5931
33	was	14.4237	4	2	7	34	3	1080224
34	called	16.874000000000002	4	2	8	35	6	50423
35	and	13.1397	4	2	9	36	3	2510744
36	though	18.37005	4	2	10	37	6	24355
37	they	18.64295	4	2	11	38	4	136170
38	understood	21.655450000000002	4	2	12	39	10	1983
39	the	9.04245	4	2	13	40	3	5611464
40	birds	19.692	4	2	14	41	5	5931
41	who	16.995150000000002	4	2	15	42	3	155994
42	were	18.2813	4	2	16	43	4	356521
43	from	14.95505	4	2	17	44	4	433874
44	the	8.7954	4	2	18	45	3	5611464
45	most	15.7916	4	2	19	46	4	84925
46	distant	19.56045	4	2	20	47	7	1903
47	lands	22.264699999999998	4	2	21	48	5	4269
48	would	18.416249999999998	4	2	22	49	5	126894
49	be	18.018250000000002	4	2	23	50	2	235932
50	unable	20.66305	4	2	24	51	6	8512
51	to	12.843499999999999	4	2	25	52	2	1988038
52	come,	38.7792	4	2	26	53	5	0
53	many	15.07835	4	2	27	54	4	56177
54	birds	19.604950000000002	4	2	28	55	5	5931
55	came	19.26065	4	2	29	56	4	27108
56	from	14.709	4	2	30	57	4	433874
57	faraway	41.2568	4	2	31	58	7	40
58	meadows	23.627850000000002	4	2	32	59	7	274
59	and	12.9605	4	2	33	60	3	2510744
60	woods.	40.65435	4	2	34	61	6	0
61	The	2.4707	4	3	1	62	3	857972
62	eagle,	38.8615	4	3	2	63	6	0
63	who	17.18535	4	3	3	64	3	155994
64	already	18.43045	4	3	4	65	7	11604
65	thought	20.04905	4	3	5	66	7	17743
66	himself	17.8857	4	3	6	67	7	21794
67	the	9.00835	4	3	7	68	3	5611464
68	de	13.6697	4	3	8	69	2	25942
69	facto	21.83285	4	3	9	70	5	709
70	king,	36.5865	4	3	10	71	5	0
71	arrived	19.3978	4	3	11	72	7	11475
72	fashionably	39.0857	4	3	12	73	11	20
73	late.	33.18715	4	3	13	74	5	0
74	It	6.88535	4	4	1	75	2	119805
75	was	14.3941	4	4	2	76	3	1080224
76	a	12.229800000000001	4	4	3	77	1	1684274
77	hawk	22.4552	4	4	4	78	4	249
78	who	16.9989	4	4	5	79	3	155994
79	was	14.408249999999999	4	4	6	80	3	1080224
80	most	16.0325	4	4	7	81	4	84925
81	excited	19.490499999999997	4	4	8	82	7	1021
82	about	15.30175	4	4	9	83	5	90601
83	the	8.94765	4	4	10	84	3	5611464
84	meeting,	37.3463	4	4	11	85	8	0
85	because	18.3553	4	4	12	86	7	44534
86	he	17.38295	4	4	13	87	2	319750
87	was	14.39615	4	4	14	88	3	1080224
88	the	8.99605	4	4	15	89	3	5611464
89	dark	19.675150000000002	4	4	16	90	4	6904
90	horse	21.450899999999997	4	4	17	91	5	5885
91	for	14.06935	4	4	18	92	3	677963
92	king.	34.95505	4	4	19	93	5	0
93	The	2.4707	4	5	1	94	3	857972
94	small	17.18885	4	5	2	95	5	29687
95	fry	34.05995	4	5	3	96	3	94
96	came	19.3189	4	5	4	97	4	27108
97	too,	38.56355	4	5	5	98	4	0
98	and	13.20655	4	5	6	99	3	2510744
99	the	8.86945	4	5	7	100	3	5611464
100	robin,	39.893100000000004	4	5	8	101	6	0
101	the	9.2863	4	5	9	102	3	5611464
102	bluebird,	55.6404	4	5	10	103	9	0
103	the	9.2863	4	5	11	104	3	5611464
104	owl,	38.63495	4	5	12	105	4	0
105	the	9.2863	4	5	13	106	3	5611464
106	lark,	55.87885	4	5	14	107	5	0
107	and	13.20655	4	5	15	108	3	2510744
108	the	8.86945	4	5	16	109	3	5611464
109	sparrow,	37.60825	4	5	17	110	8	0
110	who	17.18535	4	5	18	111	3	155994
111	had	16.1329	4	5	19	112	3	293952
112	only	16.93965	4	5	20	113	4	94174
113	a	12.24595	4	5	21	114	1	1684274
114	chance	21.244500000000002	4	5	22	115	6	4655
115	in	12.1638	4	5	23	116	2	1903316
116	a	12.1353	4	5	24	117	1	1684274
117	million	20.1072	4	5	25	118	7	47667
118	to	13.105350000000001	4	5	26	119	2	1988038
119	be	17.8615	4	5	27	120	2	235932
120	king,	36.72645	4	5	28	121	5	0
121	were	18.42975	4	5	29	122	4	356521
122	all	15.8018	4	5	30	123	3	98292
123	present	16.8799	4	5	31	124	7	17117
124	at	12.4129	4	5	32	125	2	419116
125	the	8.82745	4	5	33	126	3	5611464
126	meeting.	35.2855	4	5	34	127	8	0
127	The	2.4707	4	6	1	128	3	857972
128	cuckoo,	40.53635	4	6	2	129	7	0
129	who	17.18535	4	6	3	130	3	155994
130	was	14.408249999999999	4	6	4	131	3	1080224
131	almost	17.71435	4	6	5	132	6	15785
132	not	15.0038	4	6	6	133	3	195742
133	invited	20.39285	4	6	7	134	7	3973
134	because	18.1347	4	6	8	135	7	44534
135	his	13.6434	4	6	9	136	3	438174
136	call	18.781950000000002	4	6	10	137	4	7054
137	so	18.118699999999997	4	6	11	138	2	54126
138	annoyed	23.41455	4	6	12	139	7	378
139	the	9.15495	4	6	13	140	3	5611464
140	other	15.626850000000001	4	6	14	141	5	114381
141	birds,	38.2479	4	6	15	142	6	0
142	came	19.36685	4	6	16	143	4	27108
143	too.	36.56765	4	6	17	144	4	0
144	It	6.88535	4	7	1	145	2	119805
145	was	14.3941	4	7	2	146	3	1080224
146	the	8.99605	4	7	3	147	3	5611464
147	very	16.2621	4	7	4	148	4	31118
148	little	20.2606	4	7	5	149	6	18277
149	bird	20.1124	4	7	6	150	4	4012
150	who	17.0039	4	7	7	151	3	155994
151	had	16.1329	4	7	8	152	3	293952
152	no	15.996300000000002	4	7	9	153	2	58610
153	name	18.77615	4	7	10	154	4	34003
154	at	12.5818	4	7	11	155	2	419116
155	all,	34.63595	4	7	12	156	4	0
156	however,	36.59145	4	7	13	157	8	0
157	that	16.4767	4	7	14	158	4	682579
158	would	18.38545	4	7	15	159	5	126894
159	end	19.40245	4	7	16	160	3	46079
160	up	16.7714	4	7	17	161	2	92163
161	overturning	37.87395	4	7	18	162	11	86
162	the	8.84315	4	7	19	163	3	5611464
163	balance	19.94935	4	7	20	164	7	2697
164	of	12.4211	4	7	21	165	2	2750306
165	power	18.55375	4	7	22	166	5	25477
166	among	17.08405	4	7	23	167	5	24817
167	the	8.7933	4	7	24	168	3	5611464
168	birds.	36.4311	4	7	25	169	6	0
169	That	10.8775	4	8	1	170	4	11528
170	there	15.4343	4	8	2	171	5	62555
171	would	18.32495	4	8	3	172	5	126894
172	be	18.018250000000002	4	8	4	173	2	235932
173	great	17.81255	4	8	5	174	5	19046
174	confusion	22.11705	4	8	6	175	9	1771
175	and	12.97715	4	8	7	176	3	2510744
176	noise	19.8054	4	8	8	177	5	1495
177	among	17.081200000000003	4	8	9	178	5	24817
178	the	8.7933	4	8	10	179	3	5611464
179	birds	19.692	4	8	11	180	5	5931
180	at	12.4805	4	8	12	181	2	419116
181	the	8.82745	4	8	13	182	3	5611464
182	meeting	18.61225	4	8	14	183	7	9144
183	was	14.440100000000001	4	8	15	184	3	1080224
184	to	12.99665	4	8	16	185	2	1988038
185	be	17.8615	4	8	17	186	2	235932
186	expected,	37.89315	4	8	18	187	9	0
187	given	18.241950000000003	4	8	19	188	5	23983
188	the	8.97645	4	8	20	189	3	5611464
189	sheer	21.2892	4	8	21	190	5	652
190	numbers	18.10205	4	8	22	191	7	8717
191	of	12.4846	4	8	23	192	2	2750306
192	birds	19.56075	4	8	24	193	5	5931
193	that	16.348	4	8	25	194	4	682579
194	have	17.56155	4	8	26	195	4	164164
195	gathered.	36.915549999999996	4	8	27	196	9	0
196	There	8.584800000000001	4	9	1	197	5	28528
197	was	14.398900000000001	4	9	2	198	3	1080224
198	piping,	56.7851	4	9	3	199	7	0
199	hissing,	52.63695	4	9	4	200	8	0
200	and	13.20655	4	9	5	201	3	2510744
201	clacking,	60.00615	4	9	6	202	9	0
202	but	17.318399999999997	4	9	7	203	3	204206
203	finally	18.50115	4	9	8	204	7	8717
204	it	15.49695	4	9	9	205	2	327760
205	was	14.45205	4	9	10	206	3	1080224
206	decided	20.1242	4	9	11	207	7	17431
207	that	16.31445	4	9	12	208	4	682579
208	the	9.0549	4	9	13	209	3	5611464
209	bird	19.98755	4	9	14	210	4	4012
210	that	16.29325	4	9	15	211	4	682579
211	could	19.8076	4	9	16	212	5	54183
212	fly	20.56105	4	9	17	213	3	3089
213	the	9.181899999999999	4	9	18	214	3	5611464
214	highest	18.51375	4	9	19	215	7	13764
215	should	18.979149999999997	4	9	20	216	6	19040
216	be	18.0667	4	9	21	217	2	235932
217	king.	35.3023	4	9	22	218	5	0
218	The	2.4707	4	10	1	219	3	857972
219	little	20.27515	4	10	2	220	6	18277
220	bird	20.1124	4	10	3	221	4	4012
221	lay	19.611150000000002	4	10	4	222	3	3023
222	low	17.1466	4	10	5	223	3	18707
223	near	15.9331	4	10	6	224	4	31788
224	the	8.810500000000001	4	10	7	225	3	5611464
225	eagle	20.1075	4	10	8	226	5	1512
226	at	12.442900000000002	4	10	9	227	2	419116
227	first,	32.46555	4	10	10	228	6	0
228	but	17.318399999999997	4	10	11	229	3	204206
229	the	9.15585	4	10	12	230	3	5611464
230	eagle	20.1075	4	10	13	231	5	1512
231	did	17.9658	4	10	14	232	3	53815
232	not	14.84465	4	10	15	233	3	195742
233	notice	22.880650000000003	4	10	16	234	6	1608
234	the	9.1915	4	10	17	235	3	5611464
235	bird	19.98755	4	10	18	236	4	4012
236	hopping	21.362099999999998	4	10	19	237	7	157
237	onto	20.58055	4	10	20	238	4	6983
238	his	13.5848	4	10	21	239	3	438174
239	back	17.63385	4	10	22	240	4	41842
240	right	18.82445	4	10	23	241	5	20942
241	as	13.131	4	10	24	242	2	677897
242	the	8.921299999999999	4	10	25	243	3	5611464
243	competition	19.1231	4	10	26	244	11	8176
244	was	14.55715	4	10	27	245	3	1080224
245	about	15.512	4	10	28	246	5	90601
246	to	13.08845	4	10	29	247	2	1988038
247	commence.	37.16645	4	10	30	248	9	0
248	Into	16.12655	4	11	1	249	4	560
249	the	8.792300000000001	4	11	2	250	3	5611464
250	air	18.2092	4	11	3	251	3	17604
251	in	12.0972	4	11	4	252	2	1903316
252	a	12.1353	4	11	5	253	1	1684274
253	great	17.546	4	11	6	254	5	19046
254	flock	23.73605	4	11	7	255	5	311
255	all	16.081899999999997	4	11	8	256	3	98292
